address,district,town,county,postcode,price,date,type,new build,new build,LR url,zoopla url,zoopla beds,zoopla baths,zoopla living,zoopla agent,rightmove url,rightmove beds
20B WOODS TERRACE,SEAHAM,COUNTY DURHAM,COUNTY DURHAM,SR7 9AG,24000,2018-04-10 00:00,F,N,A,https://www.zoopla.co.uk/property/37-talbot-road/hatfield/al10-0ra/315623,3,1,2,Kings Estate Agents,https://www.rightmove.co.uk/house-prices/detailMatching.html?prop=49167717&sale=7298830&country=england,2
