address,district,town,county,postcode,price,date,type,new build,new build,LR url,zoopla url,zoopla beds,zoopla baths,zoopla living,zoopla agent,rightmove url,rightmove beds
25 BECKWITH CLOSE,SPENNYMOOR,COUNTY DURHAM,COUNTY DURHAM,DL16 7HE,220000,2018-05-25 00:00,D,N,A,https://www.zoopla.co.uk/property/37-talbot-road/hatfield/al10-0ra/315623,3,1,2,Kings Estate Agents,https://www.rightmove.co.uk/house-prices/detailMatching.html?prop=64863469&sale=7133422&country=england,4
23 AINTREE DRIVE,BISHOP AUCKLAND,COUNTY DURHAM,COUNTY DURHAM,DL14 6FH,58000,2018-05-09 00:00,F,N,A,https://www.zoopla.co.uk/property/37-talbot-road/hatfield/al10-0ra/315623,3,1,2,Kings Estate Agents,https://www.rightmove.co.uk/house-prices/detailMatching.html?prop=52429449&sale=8013385&country=england,3
